Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store_ID,Location,Size,Category
890,12/20/2024,CUST890,Male,34,Electronics,2,25,50,S007,Colorado,Small,Outlet
910,3/6/2024,CUST910,Female,20,Beauty,3,50,150,S007,Colorado,Small,Outlet
919,9/9/2024,CUST919,Female,22,Beauty,2,25,50,S007,Colorado,Small,Outlet
955,7/14/2024,CUST955,Male,58,Clothing,1,25,25,S007,Colorado,Small,Outlet
986,1/17/2024,CUST986,Female,49,Clothing,2,500,1000,S007,Colorado,Small,Outlet
991,12/26/2024,CUST991,Female,34,Clothing,2,50,100,S007,Colorado,Small,Outlet
11,2/14/2024,CUST011,Male,23,Clothing,2,50,100,S002,Los Angeles,Medium,Outlet
19,9/16/2024,CUST019,Female,62,Clothing,2,25,50,S002,Los Angeles,Medium,Outlet
25,12/26/2024,CUST025,Female,64,Beauty,1,50,50,S002,Los Angeles,Medium,Outlet
31,5/23/2024,CUST031,Male,44,Electronics,4,300,1200,S002,Los Angeles,Medium,Outlet
35,8/5/2024,CUST035,Female,58,Beauty,3,300,900,S002,Los Angeles,Medium,Outlet
39,4/21/2024,CUST039,Male,23,Clothing,4,30,120,S002,Los Angeles,Medium,Outlet
67,5/29/2024,CUST067,Female,48,Beauty,4,300,1200,S002,Los Angeles,Medium,Outlet
81,5/17/2024,CUST081,Male,40,Electronics,1,50,50,S002,Los Angeles,Medium,Outlet
84,11/28/2024,CUST084,Female,38,Electronics,3,30,90,S002,Los Angeles,Medium,Outlet
103,1/17/2024,CUST103,Female,59,Clothing,1,25,25,S002,Los Angeles,Medium,Outlet
110,6/11/2024,CUST110,Male,27,Clothing,3,300,900,S002,Los Angeles,Medium,Outlet
130,3/12/2024,CUST130,Female,57,Clothing,1,500,500,S002,Los Angeles,Medium,Outlet
131,9/18/2024,CUST131,Female,21,Beauty,2,300,600,S002,Los Angeles,Medium,Outlet
141,11/2/2024,CUST141,Female,22,Electronics,1,50,50,S002,Los Angeles,Medium,Outlet
156,11/25/2024,CUST156,Female,43,Clothing,4,25,100,S002,Los Angeles,Medium,Outlet
176,7/11/2024,CUST176,Female,43,Beauty,2,50,100,S002,Los Angeles,Medium,Outlet
183,9/8/2024,CUST183,Female,43,Beauty,3,300,900,S002,Los Angeles,Medium,Outlet
187,6/7/2024,CUST187,Female,64,Clothing,2,50,100,S002,Los Angeles,Medium,Outlet
193,2/13/2024,CUST193,Male,35,Beauty,3,500,1500,S002,Los Angeles,Medium,Outlet
197,3/6/2024,CUST197,Female,42,Clothing,4,50,200,S002,Los Angeles,Medium,Outlet
204,9/28/2024,CUST204,Male,39,Beauty,1,25,25,S002,Los Angeles,Medium,Outlet
226,10/29/2024,CUST226,Female,61,Clothing,1,50,50,S002,Los Angeles,Medium,Outlet
227,10/11/2024,CUST227,Male,36,Electronics,2,50,100,S002,Los Angeles,Medium,Outlet
236,4/28/2024,CUST236,Female,54,Clothing,1,25,25,S002,Los Angeles,Medium,Outlet
242,5/2/2024,CUST242,Male,21,Clothing,1,25,25,S002,Los Angeles,Medium,Outlet
268,2/20/2024,CUST268,Female,28,Electronics,1,30,30,S002,Los Angeles,Medium,Outlet
296,9/6/2024,CUST296,Female,22,Clothing,4,300,1200,S002,Los Angeles,Medium,Outlet
301,3/26/2024,CUST301,Male,30,Clothing,4,30,120,S002,Los Angeles,Medium,Outlet
363,6/3/2024,CUST363,Male,64,Beauty,1,25,25,S002,Los Angeles,Medium,Outlet
386,12/27/2024,CUST386,Female,54,Electronics,2,300,600,S002,Los Angeles,Medium,Outlet
406,4/18/2024,CUST406,Female,22,Beauty,4,25,100,S002,Los Angeles,Medium,Outlet
407,6/25/2024,CUST407,Female,46,Electronics,3,300,900,S002,Los Angeles,Medium,Outlet
409,12/18/2024,CUST409,Female,21,Electronics,3,300,900,S002,Los Angeles,Medium,Outlet
410,11/21/2024,CUST410,Female,29,Clothing,2,50,100,S002,Los Angeles,Medium,Outlet
412,9/16/2024,CUST412,Female,19,Electronics,4,500,2000,S002,Los Angeles,Medium,Outlet
420,1/23/2024,CUST420,Female,22,Clothing,4,500,2000,S002,Los Angeles,Medium,Outlet
439,7/9/2024,CUST439,Male,50,Clothing,3,25,75,S002,Los Angeles,Medium,Outlet
444,3/7/2024,CUST444,Female,61,Clothing,3,30,90,S002,Los Angeles,Medium,Outlet
447,7/6/2024,CUST447,Male,22,Beauty,4,500,2000,S002,Los Angeles,Medium,Outlet
450,4/18/2024,CUST450,Female,59,Beauty,2,25,50,S002,Los Angeles,Medium,Outlet
459,3/21/2024,CUST459,Male,28,Clothing,4,300,1200,S002,Los Angeles,Medium,Outlet
470,5/17/2024,CUST470,Female,57,Clothing,2,500,1000,S002,Los Angeles,Medium,Outlet
475,1/20/2024,CUST475,Male,26,Clothing,3,25,75,S002,Los Angeles,Medium,Outlet
485,12/4/2024,CUST485,Male,24,Electronics,1,30,30,S002,Los Angeles,Medium,Outlet
497,10/2/2024,CUST497,Male,41,Clothing,4,30,120,S002,Los Angeles,Medium,Outlet
502,4/2/2024,CUST502,Male,43,Electronics,3,50,150,S002,Los Angeles,Medium,Outlet
517,4/8/2024,CUST517,Female,47,Clothing,4,25,100,S002,Los Angeles,Medium,Outlet
530,2/5/2024,CUST530,Female,18,Electronics,4,30,120,S002,Los Angeles,Medium,Outlet
536,3/5/2024,CUST536,Female,55,Beauty,4,30,120,S002,Los Angeles,Medium,Outlet
547,3/7/2024,CUST547,Male,63,Clothing,4,500,2000,S002,Los Angeles,Medium,Outlet
551,7/14/2024,CUST551,Male,45,Electronics,3,300,900,S002,Los Angeles,Medium,Outlet
553,3/31/2024,CUST553,Male,24,Clothing,4,300,1200,S002,Los Angeles,Medium,Outlet
613,4/23/2024,CUST613,Female,52,Clothing,3,30,90,S002,Los Angeles,Medium,Outlet
622,8/22/2024,CUST622,Female,49,Beauty,3,25,75,S002,Los Angeles,Medium,Outlet
642,5/22/2024,CUST642,Female,54,Clothing,4,25,100,S002,Los Angeles,Medium,Outlet
650,1/1/2024,CUST650,Male,55,Electronics,1,30,30,S002,Los Angeles,Medium,Outlet
668,7/28/2024,CUST668,Female,62,Electronics,3,50,150,S002,Los Angeles,Medium,Outlet
669,6/19/2024,CUST669,Male,24,Beauty,4,300,1200,S002,Los Angeles,Medium,Outlet
676,7/19/2024,CUST676,Male,63,Electronics,3,500,1500,S002,Los Angeles,Medium,Outlet
681,7/14/2024,CUST681,Female,43,Electronics,2,30,60,S002,Los Angeles,Medium,Outlet
686,7/19/2024,CUST686,Female,28,Electronics,4,50,200,S002,Los Angeles,Medium,Outlet
707,10/1/2024,CUST707,Female,26,Clothing,1,500,500,S002,Los Angeles,Medium,Outlet
720,1/26/2024,CUST720,Female,56,Beauty,3,500,1500,S002,Los Angeles,Medium,Outlet
725,8/21/2024,CUST725,Male,61,Electronics,1,300,300,S002,Los Angeles,Medium,Outlet
726,6/17/2024,CUST726,Male,47,Clothing,4,300,1200,S002,Los Angeles,Medium,Outlet
734,1/10/2024,CUST734,Female,27,Clothing,1,30,30,S002,Los Angeles,Medium,Outlet
737,6/29/2024,CUST737,Female,33,Clothing,1,50,50,S002,Los Angeles,Medium,Outlet
748,3/20/2024,CUST748,Male,25,Clothing,3,50,150,S002,Los Angeles,Medium,Outlet
754,10/16/2024,CUST754,Female,43,Electronics,4,25,100,S002,Los Angeles,Medium,Outlet
757,12/25/2024,CUST757,Female,43,Electronics,4,300,1200,S002,Los Angeles,Medium,Outlet
774,4/12/2024,CUST774,Female,40,Clothing,2,25,50,S002,Los Angeles,Medium,Outlet
788,6/27/2024,CUST788,Female,52,Beauty,3,300,900,S002,Los Angeles,Medium,Outlet
790,8/8/2024,CUST790,Male,62,Clothing,1,25,25,S002,Los Angeles,Medium,Outlet
803,11/22/2024,CUST803,Male,39,Clothing,4,25,100,S002,Los Angeles,Medium,Outlet
807,8/11/2024,CUST807,Female,50,Electronics,4,50,200,S002,Los Angeles,Medium,Outlet
823,8/19/2024,CUST823,Female,56,Electronics,2,50,100,S002,Los Angeles,Medium,Outlet
846,9/22/2024,CUST846,Male,42,Beauty,1,50,50,S002,Los Angeles,Medium,Outlet
870,7/8/2024,CUST870,Female,46,Electronics,4,30,120,S002,Los Angeles,Medium,Outlet
873,9/29/2024,CUST873,Female,27,Electronics,4,25,100,S002,Los Angeles,Medium,Outlet
876,10/9/2024,CUST876,Male,43,Clothing,4,30,120,S002,Los Angeles,Medium,Outlet
882,6/6/2024,CUST882,Female,64,Electronics,2,25,50,S002,Los Angeles,Medium,Outlet
896,10/29/2024,CUST896,Female,30,Electronics,2,25,50,S002,Los Angeles,Medium,Outlet
908,12/29/2024,CUST908,Male,46,Beauty,4,300,1200,S002,Los Angeles,Medium,Outlet
918,11/23/2024,CUST918,Female,42,Electronics,3,30,90,S002,Los Angeles,Medium,Outlet
945,2/13/2024,CUST945,Male,30,Beauty,1,25,25,S002,Los Angeles,Medium,Outlet
967,4/17/2024,CUST967,Male,62,Beauty,1,25,25,S002,Los Angeles,Medium,Outlet
973,3/22/2024,CUST973,Male,60,Clothing,1,50,50,S002,Los Angeles,Medium,Outlet
989,12/28/2024,CUST989,Female,44,Electronics,1,25,25,S002,Los Angeles,Medium,Outlet
12,10/30/2024,CUST012,Male,35,Beauty,3,25,75,S001,New York,Large,Flagship
28,4/23/2024,CUST028,Female,43,Beauty,1,500,500,S001,New York,Large,Flagship
33,3/23/2024,CUST033,Female,50,Electronics,2,50,100,S001,New York,Large,Flagship
51,10/2/2024,CUST051,Male,27,Beauty,3,25,75,S001,New York,Large,Flagship
62,12/27/2024,CUST062,Male,18,Beauty,2,50,100,S001,New York,Large,Flagship
66,4/27/2024,CUST066,Female,45,Electronics,1,30,30,S001,New York,Large,Flagship
71,7/14/2024,CUST071,Female,51,Beauty,4,25,100,S001,New York,Large,Flagship
72,5/23/2024,CUST072,Female,20,Electronics,4,500,2000,S001,New York,Large,Flagship
79,4/18/2024,CUST079,Male,34,Beauty,1,300,300,S001,New York,Large,Flagship
82,12/26/2024,CUST082,Female,32,Beauty,4,50,200,S001,New York,Large,Flagship
111,4/19/2024,CUST111,Female,34,Electronics,3,500,1500,S001,New York,Large,Flagship
116,8/23/2024,CUST116,Female,23,Clothing,1,30,30,S001,New York,Large,Flagship
123,5/15/2024,CUST123,Female,40,Electronics,2,30,60,S001,New York,Large,Flagship
134,1/25/2024,CUST134,Male,49,Electronics,1,50,50,S001,New York,Large,Flagship
145,11/2/2024,CUST145,Female,39,Clothing,3,25,75,S001,New York,Large,Flagship
150,1/6/2024,CUST150,Female,58,Electronics,4,30,120,S001,New York,Large,Flagship
151,12/15/2024,CUST151,Male,29,Clothing,1,50,50,S001,New York,Large,Flagship
171,11/24/2024,CUST171,Female,52,Clothing,3,300,900,S001,New York,Large,Flagship
177,3/24/2024,CUST177,Male,45,Beauty,2,50,100,S001,New York,Large,Flagship
181,11/3/2024,CUST181,Male,19,Electronics,4,300,1200,S001,New York,Large,Flagship
188,5/3/2024,CUST188,Male,40,Clothing,3,25,75,S001,New York,Large,Flagship
208,10/4/2024,CUST208,Female,34,Electronics,4,50,200,S001,New York,Large,Flagship
213,7/24/2024,CUST213,Male,27,Beauty,3,500,1500,S001,New York,Large,Flagship
221,5/7/2024,CUST221,Male,39,Beauty,2,300,600,S001,New York,Large,Flagship
245,9/6/2024,CUST245,Male,47,Clothing,3,30,90,S001,New York,Large,Flagship
247,10/4/2024,CUST247,Male,41,Electronics,2,30,60,S001,New York,Large,Flagship
264,1/28/2024,CUST264,Male,47,Clothing,3,300,900,S001,New York,Large,Flagship
267,11/27/2024,CUST267,Female,32,Beauty,3,30,90,S001,New York,Large,Flagship
270,7/26/2024,CUST270,Male,43,Electronics,1,300,300,S001,New York,Large,Flagship
273,5/8/2024,CUST273,Female,22,Beauty,1,50,50,S001,New York,Large,Flagship
276,10/2/2024,CUST276,Female,21,Beauty,4,25,100,S001,New York,Large,Flagship
283,5/8/2024,CUST283,Female,18,Electronics,1,500,500,S001,New York,Large,Flagship
284,2/8/2024,CUST284,Male,43,Clothing,4,50,200,S001,New York,Large,Flagship
288,1/26/2024,CUST288,Male,28,Clothing,4,30,120,S001,New York,Large,Flagship
303,1/2/2024,CUST303,Male,19,Electronics,3,30,90,S001,New York,Large,Flagship
311,12/5/2024,CUST311,Female,32,Beauty,4,25,100,S001,New York,Large,Flagship
330,9/18/2024,CUST330,Female,25,Beauty,4,50,200,S001,New York,Large,Flagship
355,12/9/2024,CUST355,Female,55,Electronics,1,500,500,S001,New York,Large,Flagship
377,3/9/2024,CUST377,Female,46,Clothing,4,50,200,S001,New York,Large,Flagship
388,11/10/2024,CUST388,Male,50,Electronics,1,25,25,S001,New York,Large,Flagship
393,10/11/2024,CUST393,Female,22,Beauty,2,500,1000,S001,New York,Large,Flagship
398,5/16/2024,CUST398,Female,48,Clothing,2,300,600,S001,New York,Large,Flagship
401,10/11/2024,CUST401,Female,62,Clothing,1,300,300,S001,New York,Large,Flagship
403,5/20/2024,CUST403,Male,32,Clothing,2,300,600,S001,New York,Large,Flagship
413,9/8/2024,CUST413,Female,44,Beauty,3,25,75,S001,New York,Large,Flagship
425,5/15/2024,CUST425,Female,55,Electronics,4,30,120,S001,New York,Large,Flagship
426,3/24/2024,CUST426,Male,23,Electronics,3,50,150,S001,New York,Large,Flagship
469,5/8/2024,CUST469,Male,18,Beauty,3,25,75,S001,New York,Large,Flagship
473,2/25/2024,CUST473,Male,64,Beauty,1,50,50,S001,New York,Large,Flagship
486,4/9/2024,CUST486,Female,35,Electronics,1,25,25,S001,New York,Large,Flagship
494,9/18/2024,CUST494,Female,42,Beauty,4,50,200,S001,New York,Large,Flagship
498,6/19/2024,CUST498,Female,50,Clothing,4,25,100,S001,New York,Large,Flagship
515,7/17/2024,CUST515,Female,49,Clothing,3,300,900,S001,New York,Large,Flagship
518,5/11/2024,CUST518,Female,40,Clothing,1,30,30,S001,New York,Large,Flagship
529,8/9/2024,CUST529,Female,35,Clothing,3,50,150,S001,New York,Large,Flagship
538,9/17/2024,CUST538,Male,18,Clothing,3,50,150,S001,New York,Large,Flagship
568,8/27/2024,CUST568,Female,51,Electronics,1,300,300,S001,New York,Large,Flagship
573,9/19/2024,CUST573,Male,49,Beauty,2,30,60,S001,New York,Large,Flagship
587,6/8/2024,CUST587,Female,40,Beauty,4,300,1200,S001,New York,Large,Flagship
591,1/13/2024,CUST591,Male,53,Electronics,4,25,100,S001,New York,Large,Flagship
597,8/22/2024,CUST597,Male,22,Beauty,4,300,1200,S001,New York,Large,Flagship
604,9/11/2024,CUST604,Female,29,Electronics,4,50,200,S001,New York,Large,Flagship
611,2/24/2024,CUST611,Male,51,Beauty,3,500,1500,S001,New York,Large,Flagship
635,8/17/2024,CUST635,Female,63,Electronics,3,300,900,S001,New York,Large,Flagship
662,12/22/2024,CUST662,Male,48,Beauty,2,500,1000,S001,New York,Large,Flagship
671,8/27/2024,CUST671,Male,62,Electronics,3,50,150,S001,New York,Large,Flagship
674,4/16/2024,CUST674,Female,38,Clothing,1,300,300,S001,New York,Large,Flagship
682,9/2/2024,CUST682,Male,46,Beauty,4,300,1200,S001,New York,Large,Flagship
709,7/21/2024,CUST709,Female,19,Electronics,2,500,1000,S001,New York,Large,Flagship
715,11/26/2024,CUST715,Female,42,Beauty,4,25,100,S001,New York,Large,Flagship
733,8/29/2024,CUST733,Male,34,Beauty,1,30,30,S001,New York,Large,Flagship
739,11/29/2024,CUST739,Male,36,Beauty,1,25,25,S001,New York,Large,Flagship
762,11/7/2024,CUST762,Female,24,Electronics,2,25,50,S001,New York,Large,Flagship
765,6/9/2024,CUST765,Male,43,Clothing,4,50,200,S001,New York,Large,Flagship
776,10/31/2024,CUST776,Male,35,Clothing,3,30,90,S001,New York,Large,Flagship
785,3/3/2024,CUST785,Female,31,Beauty,4,50,200,S001,New York,Large,Flagship
799,9/8/2024,CUST799,Male,56,Electronics,2,50,100,S001,New York,Large,Flagship
802,7/5/2024,CUST802,Female,46,Beauty,1,30,30,S001,New York,Large,Flagship
805,12/29/2024,CUST805,Female,30,Beauty,3,500,1500,S001,New York,Large,Flagship
806,3/20/2024,CUST806,Female,35,Beauty,3,300,900,S001,New York,Large,Flagship
816,8/12/2024,CUST816,Male,47,Beauty,2,500,1000,S001,New York,Large,Flagship
819,6/15/2024,CUST819,Female,35,Beauty,2,50,100,S001,New York,Large,Flagship
821,2/14/2024,CUST821,Male,49,Electronics,1,300,300,S001,New York,Large,Flagship
834,4/4/2024,CUST834,Female,56,Beauty,2,30,60,S001,New York,Large,Flagship
835,9/7/2024,CUST835,Male,37,Clothing,4,50,200,S001,New York,Large,Flagship
847,4/8/2024,CUST847,Female,18,Electronics,4,300,1200,S001,New York,Large,Flagship
860,1/9/2024,CUST860,Male,63,Clothing,4,50,200,S001,New York,Large,Flagship
875,8/6/2024,CUST875,Female,51,Electronics,4,500,2000,S001,New York,Large,Flagship
885,3/3/2024,CUST885,Female,52,Clothing,4,30,120,S001,New York,Large,Flagship
893,4/21/2024,CUST893,Male,49,Electronics,1,50,50,S001,New York,Large,Flagship
898,11/2/2024,CUST898,Female,42,Clothing,3,30,90,S001,New York,Large,Flagship
899,5/25/2024,CUST899,Male,26,Clothing,2,300,600,S001,New York,Large,Flagship
906,6/4/2024,CUST906,Female,20,Clothing,1,50,50,S001,New York,Large,Flagship
915,5/30/2024,CUST915,Female,26,Beauty,3,30,90,S001,New York,Large,Flagship
922,10/21/2024,CUST922,Male,41,Electronics,1,50,50,S001,New York,Large,Flagship
926,8/14/2024,CUST926,Male,22,Electronics,1,30,30,S001,New York,Large,Flagship
932,2/28/2024,CUST932,Female,45,Beauty,4,25,100,S001,New York,Large,Flagship
940,1/28/2024,CUST940,Female,20,Electronics,1,30,30,S001,New York,Large,Flagship
964,1/31/2024,CUST964,Male,24,Clothing,3,300,900,S001,New York,Large,Flagship
971,12/5/2024,CUST971,Female,27,Electronics,4,50,200,S001,New York,Large,Flagship
975,3/30/2024,CUST975,Female,56,Clothing,4,50,200,S001,New York,Large,Flagship
977,2/8/2024,CUST977,Female,35,Electronics,3,25,75,S001,New York,Large,Flagship
980,7/29/2024,CUST980,Female,31,Electronics,3,25,75,S001,New York,Large,Flagship
981,8/19/2024,CUST981,Female,30,Electronics,2,30,60,S001,New York,Large,Flagship
990,5/25/2024,CUST990,Female,58,Beauty,2,500,1000,S001,New York,Large,Flagship
994,12/18/2024,CUST994,Female,51,Beauty,2,500,1000,S001,New York,Large,Flagship
1000,4/12/2024,CUST1000,Male,47,Electronics,4,30,120,S001,New York,Large,Flagship
16,2/17/2024,CUST016,Male,19,Clothing,3,500,1500,S004,Texas,Large,Outlet
24,11/29/2024,CUST024,Female,49,Clothing,1,300,300,S004,Texas,Large,Outlet
30,10/29/2024,CUST030,Female,39,Beauty,3,300,900,S004,Texas,Large,Outlet
59,7/5/2024,CUST059,Male,62,Clothing,1,50,50,S004,Texas,Large,Outlet
70,2/21/2024,CUST070,Female,43,Clothing,1,300,300,S004,Texas,Large,Outlet
73,8/21/2024,CUST073,Male,29,Electronics,3,30,90,S004,Texas,Large,Outlet
74,11/22/2024,CUST074,Female,18,Beauty,4,500,2000,S004,Texas,Large,Outlet
93,7/14/2024,CUST093,Female,35,Beauty,4,500,2000,S004,Texas,Large,Outlet
95,11/24/2024,CUST095,Female,32,Clothing,2,30,60,S004,Texas,Large,Outlet
96,12/19/2024,CUST096,Female,44,Clothing,2,300,600,S004,Texas,Large,Outlet
107,2/3/2024,CUST107,Female,21,Clothing,4,300,1200,S004,Texas,Large,Outlet
129,4/23/2024,CUST129,Female,21,Beauty,2,300,600,S004,Texas,Large,Outlet
132,9/10/2024,CUST132,Male,42,Electronics,4,50,200,S004,Texas,Large,Outlet
149,10/11/2024,CUST149,Male,22,Clothing,3,25,75,S004,Texas,Large,Outlet
157,6/24/2024,CUST157,Male,62,Electronics,4,500,2000,S004,Texas,Large,Outlet
162,8/21/2024,CUST162,Male,39,Clothing,2,30,60,S004,Texas,Large,Outlet
168,2/24/2024,CUST168,Male,53,Clothing,1,300,300,S004,Texas,Large,Outlet
235,1/31/2024,CUST235,Female,23,Electronics,2,500,1000,S004,Texas,Large,Outlet
238,1/17/2024,CUST238,Female,39,Beauty,1,500,500,S004,Texas,Large,Outlet
248,3/9/2024,CUST248,Male,26,Clothing,3,300,900,S004,Texas,Large,Outlet
252,5/5/2024,CUST252,Male,54,Electronics,1,300,300,S004,Texas,Large,Outlet
257,2/19/2024,CUST257,Male,19,Beauty,4,500,2000,S004,Texas,Large,Outlet
265,12/11/2024,CUST265,Male,55,Clothing,3,300,900,S004,Texas,Large,Outlet
271,6/23/2024,CUST271,Female,62,Beauty,4,30,120,S004,Texas,Large,Outlet
275,4/8/2024,CUST275,Male,43,Clothing,2,500,1000,S004,Texas,Large,Outlet
290,10/4/2024,CUST290,Female,30,Beauty,2,300,600,S004,Texas,Large,Outlet
291,1/8/2024,CUST291,Male,60,Clothing,2,300,600,S004,Texas,Large,Outlet
298,4/20/2024,CUST298,Male,27,Beauty,4,300,1200,S004,Texas,Large,Outlet
309,12/23/2024,CUST309,Female,26,Beauty,1,25,25,S004,Texas,Large,Outlet
315,6/1/2024,CUST315,Male,47,Clothing,2,30,60,S004,Texas,Large,Outlet
325,9/2/2024,CUST325,Female,52,Electronics,2,25,50,S004,Texas,Large,Outlet
329,1/30/2024,CUST329,Female,46,Electronics,4,25,100,S004,Texas,Large,Outlet
333,2/5/2024,CUST333,Female,54,Electronics,4,300,1200,S004,Texas,Large,Outlet
341,5/7/2024,CUST341,Male,31,Clothing,4,50,200,S004,Texas,Large,Outlet
347,8/3/2024,CUST347,Male,42,Electronics,1,25,25,S004,Texas,Large,Outlet
361,12/10/2024,CUST361,Female,34,Electronics,4,300,1200,S004,Texas,Large,Outlet
374,4/20/2024,CUST374,Female,59,Beauty,3,25,75,S004,Texas,Large,Outlet
376,5/16/2024,CUST376,Female,64,Beauty,1,30,30,S004,Texas,Large,Outlet
385,10/6/2024,CUST385,Male,50,Electronics,3,500,1500,S004,Texas,Large,Outlet
402,3/21/2024,CUST402,Female,41,Clothing,2,300,600,S004,Texas,Large,Outlet
417,11/21/2024,CUST417,Male,43,Electronics,3,300,900,S004,Texas,Large,Outlet
438,1/19/2024,CUST438,Female,42,Clothing,1,30,30,S004,Texas,Large,Outlet
441,10/10/2024,CUST441,Male,57,Beauty,4,300,1200,S004,Texas,Large,Outlet
454,2/22/2024,CUST454,Female,46,Beauty,1,25,25,S004,Texas,Large,Outlet
460,5/2/2024,CUST460,Male,40,Beauty,1,50,50,S004,Texas,Large,Outlet
463,7/31/2024,CUST463,Female,54,Beauty,3,500,1500,S004,Texas,Large,Outlet
464,1/13/2024,CUST464,Male,38,Electronics,2,300,600,S004,Texas,Large,Outlet
468,12/9/2024,CUST468,Male,40,Electronics,1,25,25,S004,Texas,Large,Outlet
481,6/6/2024,CUST481,Female,43,Electronics,4,300,1200,S004,Texas,Large,Outlet
491,5/23/2024,CUST491,Female,60,Electronics,3,300,900,S004,Texas,Large,Outlet
493,11/25/2024,CUST493,Male,41,Beauty,2,25,50,S004,Texas,Large,Outlet
501,5/14/2024,CUST501,Male,39,Electronics,2,30,60,S004,Texas,Large,Outlet
524,10/3/2024,CUST524,Male,46,Beauty,4,300,1200,S004,Texas,Large,Outlet
540,12/8/2024,CUST540,Female,46,Electronics,3,300,900,S004,Texas,Large,Outlet
548,4/9/2024,CUST548,Female,51,Clothing,2,30,60,S004,Texas,Large,Outlet
576,12/4/2024,CUST576,Female,33,Beauty,3,50,150,S004,Texas,Large,Outlet
577,2/13/2024,CUST577,Male,21,Beauty,4,500,2000,S004,Texas,Large,Outlet
579,9/21/2024,CUST579,Female,38,Electronics,1,30,30,S004,Texas,Large,Outlet
581,11/21/2024,CUST581,Female,48,Beauty,2,30,60,S004,Texas,Large,Outlet
583,6/21/2024,CUST583,Female,24,Electronics,4,25,100,S004,Texas,Large,Outlet
595,11/9/2024,CUST595,Female,18,Clothing,4,500,2000,S004,Texas,Large,Outlet
602,12/23/2024,CUST602,Female,20,Electronics,1,300,300,S004,Texas,Large,Outlet
617,8/26/2024,CUST617,Male,34,Electronics,1,30,30,S004,Texas,Large,Outlet
624,8/26/2024,CUST624,Female,34,Beauty,3,300,900,S004,Texas,Large,Outlet
667,8/1/2024,CUST667,Female,29,Electronics,1,500,500,S004,Texas,Large,Outlet
696,9/6/2024,CUST696,Female,50,Clothing,4,50,200,S004,Texas,Large,Outlet
713,1/14/2024,CUST713,Male,34,Beauty,3,25,75,S004,Texas,Large,Outlet
718,8/25/2024,CUST718,Female,59,Beauty,3,25,75,S004,Texas,Large,Outlet
738,4/25/2024,CUST738,Male,41,Clothing,2,50,100,S004,Texas,Large,Outlet
740,2/5/2024,CUST740,Female,25,Beauty,4,50,200,S004,Texas,Large,Outlet
761,11/7/2024,CUST761,Female,33,Clothing,1,500,500,S004,Texas,Large,Outlet
779,5/5/2024,CUST779,Female,56,Electronics,2,500,1000,S004,Texas,Large,Outlet
780,2/22/2024,CUST780,Male,52,Electronics,2,25,50,S004,Texas,Large,Outlet
792,7/9/2024,CUST792,Female,20,Beauty,1,50,50,S004,Texas,Large,Outlet
794,9/17/2024,CUST794,Female,60,Beauty,1,300,300,S004,Texas,Large,Outlet
796,6/24/2024,CUST796,Male,43,Beauty,4,30,120,S004,Texas,Large,Outlet
809,9/25/2024,CUST809,Female,62,Beauty,2,50,100,S004,Texas,Large,Outlet
811,5/19/2024,CUST811,Male,61,Beauty,2,25,50,S004,Texas,Large,Outlet
841,11/2/2024,CUST841,Male,31,Electronics,4,25,100,S004,Texas,Large,Outlet
844,10/12/2024,CUST844,Male,35,Clothing,3,50,150,S004,Texas,Large,Outlet
852,10/12/2024,CUST852,Female,41,Clothing,1,300,300,S004,Texas,Large,Outlet
859,8/18/2024,CUST859,Female,56,Electronics,3,500,1500,S004,Texas,Large,Outlet
878,6/30/2024,CUST878,Female,20,Clothing,1,30,30,S004,Texas,Large,Outlet
879,12/26/2024,CUST879,Male,23,Clothing,1,30,30,S004,Texas,Large,Outlet
912,1/24/2024,CUST912,Male,51,Beauty,3,50,150,S004,Texas,Large,Outlet
920,2/22/2024,CUST920,Female,28,Beauty,3,25,75,S004,Texas,Large,Outlet
924,8/29/2024,CUST924,Male,55,Beauty,2,50,100,S004,Texas,Large,Outlet
927,6/24/2024,CUST927,Male,43,Electronics,4,500,2000,S004,Texas,Large,Outlet
943,10/16/2024,CUST943,Female,57,Clothing,4,300,1200,S004,Texas,Large,Outlet
952,11/13/2024,CUST952,Female,57,Clothing,1,25,25,S004,Texas,Large,Outlet
953,4/26/2024,CUST953,Male,45,Beauty,3,30,90,S004,Texas,Large,Outlet
988,5/28/2024,CUST988,Female,63,Clothing,3,25,75,S004,Texas,Large,Outlet
995,4/30/2024,CUST995,Female,41,Clothing,1,30,30,S004,Texas,Large,Outlet
998,10/29/2024,CUST998,Female,23,Beauty,4,25,100,S004,Texas,Large,Outlet
999,12/5/2024,CUST999,Female,36,Electronics,3,50,150,S004,Texas,Large,Outlet
57,11/18/2024,CUST057,Female,63,Beauty,1,30,30,S006,Miami,Large,Online
63,2/5/2024,CUST063,Male,57,Electronics,2,25,50,S006,Miami,Large,Online
89,10/1/2024,CUST089,Female,55,Electronics,4,500,2000,S006,Miami,Large,Online
91,3/25/2024,CUST091,Female,55,Electronics,1,500,500,S006,Miami,Large,Online
120,5/7/2024,CUST120,Male,60,Beauty,1,50,50,S006,Miami,Large,Online
121,10/15/2024,CUST121,Female,28,Electronics,4,50,200,S006,Miami,Large,Online
133,2/16/2024,CUST133,Male,20,Electronics,3,300,900,S006,Miami,Large,Online
